m_75_79_yrs, uw_care_oth_chld_wo_pay_pc, obp_america_pc, fam_type_cpl_non_dep_chld, m_5_9_yrs, bd_stnd_dth_rate, psq_postgrad_deg_pc, m_tot, uw_care_own_oth_chld_wo_pay_pc, f_50_54_yrs, mtw_tot_empl, f_75_79_yrs, mtw_1_meth_tot, p_15_19_yrs, f_55_59_yrs, p_med_age, year, psq_grad_dip_cert_pc, disable_p_liv_priv_dwell_pc, att_preschl_15_hrs_less, psq_adv_dip_dip_pc, f_45_49_yrs, f_35_39_yrs, internet_access_dial_up_pc, p_20_24_yrs, p_85_yrs_plus_pc, p_15_24_yrs_pc, disable_p_liv_priv_dwell, m_med_age, p_45_49_yrs, m_65_69_yrs, obp_se_asia_pc, obp_sth_east_europe_pc, m_15_19_yrs, f_40_44_yrs, m_0_4_yrs, rime_departures, oep_sal_wrk_pc, f_25_29_yrs, internet_access_tot_connected_pc, enrl_preschl_prog_tot, p_35_39_yrs, m_30_34_yrs, obp_sth_cntrl_asia_pc, hhold_type_fam, p_25_29_yrs, prop_indig_ppl_pc, rime_net_migrtn, p_80_84_yrs, fam_type_opf_non_dep_chld, fam_avg_size, p_55_59_yrs, uw_prov_care_hpl_assist_oth_pc, p_tot, m_60_64_yrs, p_5_9_yrs, psq_bach_deg_pc, m_55_59_yrs, p_25_34_yrs_pc, mtw_oth_wrk_meth_ns, p_85_yrs_and_over, m_10_14_yrs, mtw_1_meth_bicycle, oep_inad_desc_ns_pc, enrl_preschl_prog_preschl_daycare, mtw_more_1_meth_tot, m_80_84_yrs, m_25_29_yrs, mtw_oth_emp_not_go_to_wrk, fam_type_oth_fam, bd_tot_fert_rate, p_30_34_yrs, mtw_1_meth_oth, uw_volunt_wrk_org_grp_pc, fam_type_tot, fam_type_cpl_chld_u15_dep_stu, enrl_preschl_prog_5_yrs, p_45_54_yrs_pc, mtw_1_meth_bus, f_70_74_yrs, hhold_type_group, m_50_54_yrs, p_0_4_yrs, hhold_type_tot, oep_mach_oper_driv_pc, f_20_24_yrs, pop_density, p_75_79_yrs, p_10_14_yrs, att_preschl_15_hrs_more, obp_nw_europe_pc, obp_tot_pc, fam_type_cpl_wo_chld, f_10_14_yrs, obp_ne_asia_pc, p_50_54_yrs, oep_lab_pc, bd_births, oep_cler_admin_wrk_pc, f_30_34_yrs, oep_manager_pc, m_45_49_yrs, obp_sub_saharan_africa_pc, p_70_74_yrs, sa3_name_2011, f_60_64_yrs, internet_access_other_pc, uw_care_own_chld_wo_pay_pc, p_40_44_yrs, m_85_yrs_and_over, psq_pop_15_yrs_plus_pc, p_55_64_yrs_pc, m_70_74_yrs, bd_deaths, enrl_preschl_prog_preschl, p_tot_wrk_age_pop_pc, fam_type_opf_chld_u15_dep_stu, mtw_1_meth_car, psq_inad_desc_ns_pc, p_75_84_yrs_pc, oep_prof_pc, mtw_1_meth_walk_ono, psq_cert_pc, m_35_39_yrs, spk_lang_oth_eng_pc, p_35_44_yrs_pc, oep_comm_pers_serv_wrk_pc, rime_arrivals, enrl_preschl_prog_1_more_type, m_40_44_yrs, p_65_74_yrs_pc, p_0_14_yrs_pc, f_85_yrs_and_over, obp_nrth_afric_mid_east_pc, hhold_avg_size, f_80_84_yrs, obp_oceania_antar_pc, m_20_24_yrs, mtw_1_meth_motorbike_or_scooter, f_5_9_yrs, mtw_oth_wrk_home, enrl_preschl_prog_4_yrs, f_0_4_yrs, internet_access_broadband_pc, f_tot, sa3_code_2011, f_15_19_yrs, hhold_type_lone_pers, p_60_64_yrs, f_med_age, f_65_69_yrs, p_65_69_yrs, mtw_1_meth_train_or_tram, oep_tech_trade_wrk_pc
523,null,null,null,764,6.4,null,34449,null,1618,null,482,null,2735,1619,33,"2014",null,null,68,null,1604,2249,null,8339,1.4,16.9,null,33,3629,1188,null,null,1408,1855,1057,10042,null,5689,null,401,5147,4936,null,null,11607,null,-375,646,null,null,3316,null,65542,1431,1503,null,1697,31.5,null,935,709,null,null,309,null,291,5918,null,null,0.9,9026,null,null,null,null,16,10.9,null,682,null,1890,1996,null,null,4117,4934.4,1005,1453,316,null,null,null,744,null,3508,null,532,null,4090,null,2025,null,1437,"Brisbane Inner",1391,null,null,4258,334,null,9.4,755,360,81,83.0,null,null,null,2.5,null,null,null,2898,null,14.3,null,9667,11,2403,5.5,7.6,601,null,null,355,null,4222,null,739,null,384,939,null,31093,"30501",1327,null,2822,32,992,2180,null,null
324,null,null,null,1182,6.4,null,16896,null,1233,null,338,null,2339,1208,38,"2014",null,null,118,null,1258,1197,null,2218,1.5,13.3,null,38,2415,888,null,null,1163,1444,1171,3122,null,1127,null,464,2224,1134,null,null,2247,null,-225,514,null,null,2403,null,34277,925,2236,null,1195,13.0,null,502,1059,null,null,272,null,224,1120,null,null,1.9,2207,null,null,null,null,20,14.4,null,503,null,1282,2225,null,null,1099,2022.8,662,2207,314,null,null,null,1148,null,2515,null,412,null,1073,null,1157,null,1030,"Centenary",1041,null,null,2695,148,null,12.7,527,215,181,67.8,null,null,null,3.4,null,null,null,1027,null,14.4,null,2897,6,1251,7.9,19.5,354,null,null,290,null,1119,null,1054,null,447,1054,null,17381,"30401",1176,null,1966,39,784,1672,null,null
298,null,null,null,1195,4.8,null,21458,null,1263,null,260,null,2141,1043,33,"2014",null,null,131,null,1392,1810,null,3618,1.2,13.6,null,33,2932,532,null,null,1154,1829,1493,5274,null,2511,null,637,3630,2261,null,null,4972,null,-232,485,null,null,2137,null,42353,792,2395,null,1094,22.2,null,527,1185,null,null,411,null,210,2461,null,null,1.5,4429,null,null,null,null,39,12.8,null,367,null,1232,2843,null,null,1773,2730.6,558,2235,482,null,null,null,1050,null,2495,null,607,null,2168,null,1540,null,727,"Brisbane Inner - East",775,null,null,3613,202,null,8.7,360,152,201,74.5,null,null,null,2.5,null,null,null,1820,null,17.1,null,5042,27,1784,4.2,17.6,325,null,null,275,null,1845,null,1200,null,603,1350,null,20895,"30502",987,null,1567,34,517,1049,null,null
675,null,null,null,2138,4.9,null,42097,null,2502,null,746,null,4522,2022,34,"2014",null,null,184,null,2656,3089,null,8512,1.5,15.5,null,34,5487,1348,null,null,2084,3339,2317,10197,null,4835,null,1008,6456,4307,null,null,10118,null,7,1163,null,null,4150,null,83835,1884,4314,null,2128,22.0,null,1269,1883,null,null,587,null,525,5283,null,null,1.4,8311,null,null,null,null,56,12.7,null,889,null,2639,4520,null,null,4431,2709.2,1421,3816,791,null,null,null,1933,null,5141,null,1030,null,4004,null,2831,null,1805,"Brisbane Inner - North",1638,null,null,6634,396,null,9.2,916,379,382,75.0,null,null,null,3.1,null,null,null,3367,null,15.6,null,10204,35,3295,5.3,15.1,873,null,null,638,null,4081,null,2176,null,956,2203,null,41738,"30503",2438,null,3522,33,1326,2674,null,null
403,null,null,null,1762,4.4,null,29489,null,1746,null,429,null,3615,1499,32,"2014",null,null,122,null,1918,2044,null,7157,1.2,18.1,null,32,3854,917,null,null,1868,2252,1703,7028,null,3570,null,778,4228,2881,null,null,7186,null,-518,617,null,null,2867,null,59557,1200,3393,null,1368,21.4,null,712,1451,null,null,323,null,229,3616,null,null,1.4,5585,null,null,null,null,41,12.1,null,639,null,1627,3392,null,null,3830,2754.8,832,2850,625,null,null,null,1399,null,3373,null,694,null,2704,null,1936,null,1231,"Brisbane Inner - West",1186,null,null,4461,216,null,8.8,592,173,427,75.1,null,null,null,2.4,null,null,null,2184,null,14.6,null,6510,27,2209,5.1,16.2,496,null,null,388,null,3327,null,1631,null,734,1689,null,30068,"30504",1747,null,2386,32,901,1818,null,null
450,null,null,null,1977,5.3,null,25575,null,2119,null,371,null,3408,1750,38,"2014",null,null,88,null,2252,1998,null,2565,0.9,11.5,null,39,4376,1214,null,null,1716,2368,1810,5730,null,1555,null,759,3747,1560,null,null,2869,null,-60,474,null,null,3527,null,52061,1477,3975,null,1777,12.1,null,446,1900,null,null,596,null,246,1314,null,null,1.9,3420,null,null,null,null,41,16.4,null,649,null,2030,3536,null,null,1316,324.4,821,3832,655,null,null,null,1932,null,4149,null,681,null,1860,null,2124,null,1363,"Cairns - North",1431,null,null,4433,203,null,12.4,714,211,139,68.0,null,null,null,2.5,null,null,null,1749,null,15.7,null,5670,18,2065,6.9,21.8,243,null,null,228,null,1249,null,1998,null,719,1726,null,26486,"30601",1692,null,2908,38,998,2212,null,null
924,null,null,null,3814,6.2,null,51165,null,3442,null,903,null,6927,2975,35,"2014",null,null,344,null,3418,3901,null,6914,1.3,13.4,null,35,6829,2321,null,null,3449,3864,3987,8849,null,4078,null,1546,7409,3703,null,null,7808,null,-570,1344,null,null,5982,null,103429,2634,7504,null,3007,15.1,null,1387,3575,null,null,1079,null,616,3730,null,null,2.1,7796,null,null,null,null,84,13.3,null,1405,null,3484,7805,null,null,3627,163.3,1827,7049,1150,null,null,null,3474,null,6926,null,1615,null,4093,null,3411,null,2791,"Cairns - South",2488,null,null,7683,510,null,10.7,1386,574,421,67.1,null,null,null,3.1,null,null,null,3508,null,14.6,null,8279,40,3819,6.9,21.6,877,null,null,728,null,3287,null,3690,null,1463,3818,null,52264,"30602",3478,null,5122,35,2005,4326,null,null
566,null,null,null,1232,6.3,null,18152,null,1365,null,514,null,2246,1190,42,"2014",null,null,77,null,1222,896,null,2007,2.0,12.2,null,42,2486,1011,null,null,1206,1107,1148,2647,null,831,null,294,1781,899,null,null,1915,null,-457,778,null,null,2611,null,34887,1223,2330,null,1421,10.7,null,688,1112,null,null,66,null,398,1084,null,null,2.5,1820,null,null,null,null,6,15.2,null,711,null,1453,2193,null,null,926,5.8,1080,2220,216,null,null,null,1108,null,2818,null,438,null,921,null,1264,null,1503,"Innisfail - Cassowary Coast",1107,null,null,2205,279,null,14.2,792,292,224,63.7,null,null,null,5.3,null,null,null,885,null,11.4,null,2190,4,1098,9.7,19.3,409,null,null,380,null,1081,null,1098,null,285,1045,null,16735,"30603",1040,null,2330,42,865,1876,null,null
162,null,null,null,359,6.1,null,5915,null,474,null,104,null,614,393,41,"2014",null,null,32,null,437,387,null,687,1.1,11.3,null,41,854,310,null,null,309,453,418,941,null,345,null,111,735,359,null,null,757,null,38,182,null,null,797,null,11559,384,656,null,404,12.7,null,131,368,null,null,32,null,92,412,null,null,2.1,711,null,null,null,null,3,15.6,null,233,null,477,807,null,null,342,4.8,266,660,71,null,null,null,292,null,951,null,136,null,352,null,417,null,511,"Port Douglas - Daintree",364,null,null,877,49,null,13.4,278,64,76,66.9,null,null,null,3.9,null,null,null,348,null,13.9,null,979,null,424,9.7,18.4,82,null,null,90,null,345,null,297,null,106,389,null,5644,"30604",305,null,748,41,305,615,null,null
764,null,null,null,1474,6.1,null,20061,null,1423,null,706,null,2673,1545,43,"2014",null,null,91,null,1409,1119,null,1742,2.0,10.9,null,43,2657,1374,null,null,1320,1389,1328,2534,null,973,null,470,2110,941,null,null,1828,null,243,962,null,null,3003,null,40562,1485,2852,null,1458,9.2,null,822,1414,null,null,311,null,471,855,null,null,2.6,1912,null,null,null,null,34,13.3,null,979,null,1334,2569,null,null,845,3.3,1470,2891,355,null,null,null,1477,null,2757,null,520,null,971,null,1248,null,2068,"Tablelands (East) - Kuranda",1409,null,null,2665,342,null,14.5,1089,358,152,59.8,null,null,null,6.0,null,null,null,991,null,11.8,null,2777,9,1276,11.7,20.5,480,null,null,491,null,897,null,1378,null,445,1241,null,20501,"30605",1353,null,2894,43,1313,2687,null,null
600,null,null,null,1892,6.3,null,23698,null,1471,null,655,null,2577,1277,38,"2014",null,null,187,null,1453,1340,null,2527,1.7,11.2,null,38,3040,1191,null,null,1431,1617,1841,3760,null,1518,null,613,2722,1470,null,null,3017,null,-515,859,null,null,2758,null,45685,1361,3738,null,1481,13.1,null,772,1649,null,null,246,null,428,1499,null,null,2.7,2982,null,null,null,null,41,13.5,null,836,null,1674,3551,null,null,1129,0.3,1255,3112,398,null,null,null,1463,null,3145,null,708,null,1512,null,1587,null,1636,"Darling Downs (West) - Maranoa",1137,null,null,3315,316,null,11.5,800,302,358,62.6,null,null,null,4.6,null,null,null,1382,null,13.2,null,3245,15,1698,8.4,22.8,456,null,null,431,null,1398,null,1846,null,574,1710,null,21987,"30701",1146,null,2498,38,990,2181,null,null
667,null,null,null,1611,6.1,null,21844,null,1400,null,659,null,2993,1345,39,"2014",null,null,209,null,1321,1278,null,2242,1.8,12.2,null,39,2754,1219,null,null,1530,1455,1586,3567,null,1205,null,544,2431,1242,null,null,2418,null,-61,897,null,null,2829,null,42820,1285,3116,null,1484,11.4,null,752,1645,null,null,324,null,436,1213,null,null,2.5,2475,null,null,null,null,25,13.1,null,891,null,1453,3073,null,null,1025,2.6,1326,3074,311,null,null,null,1429,null,2853,null,562,null,1233,null,1433,null,1841,"Darling Downs - East",1177,null,null,2894,281,null,12.4,950,298,215,61.5,null,null,null,5.2,null,null,null,1153,null,12.4,null,3506,6,1439,9.9,21.6,471,null,null,461,null,1217,null,1505,null,519,1487,null,20976,"30702",1463,null,2462,40,1171,2390,null,null
745,null,null,null,1415,6.0,null,19704,null,1429,null,781,null,2743,1433,44,"2014",null,null,95,null,1293,1129,null,1926,2.4,11.5,null,43,2489,1420,null,null,1328,1299,1308,2810,null,908,null,410,2095,880,null,null,1738,null,123,1021,null,null,2816,null,40548,1469,2753,null,1383,9.1,null,990,1434,null,null,179,null,465,830,null,null,2.4,1936,null,null,null,null,20,13.0,null,1057,null,1347,2500,null,null,981,4.8,1526,2790,291,null,null,null,1356,null,2776,null,492,null,1056,null,1196,null,2145,"Granite Belt",1561,null,null,2433,351,null,14.4,1088,362,226,59.1,null,null,null,6.3,null,null,null,966,null,11.2,null,2933,6,1134,12.3,19.8,639,null,null,556,null,945,null,1338,null,385,1192,null,20844,"30703",1415,null,3030,44,1421,2841,null,null
177,null,null,null,1384,5.7,null,17485,null,1038,null,140,null,1955,813,32,"2014",null,null,221,null,1024,1038,null,2537,0.5,13.8,null,33,2264,483,null,null,1043,1144,1481,3626,null,1428,null,486,2334,1555,null,null,2953,null,-500,206,null,null,1917,null,32597,711,2548,null,1104,17.9,null,179,1133,null,null,87,null,99,1525,null,null,2.3,2883,null,null,null,null,22,13.6,null,276,null,1146,2977,null,null,1203,0.5,317,2171,244,null,null,null,1038,null,2184,null,582,null,1328,null,1240,null,602,"Central Highlands (Qld)",531,null,null,2505,87,null,9.7,326,101,391,69.9,null,null,null,1.6,null,null,null,1296,null,14.8,null,3126,11,1361,4.4,23.6,92,null,null,107,null,1334,null,1164,null,465,1496,null,15112,"30801",912,null,1242,31,340,823,null,null
740,null,null,null,3302,5.8,null,42899,null,2705,null,712,null,4951,2204,35,"2014",null,null,264,null,2627,2796,null,5236,1.0,12.5,null,35,5527,1625,null,null,2595,2952,3248,6235,null,2791,null,1040,5799,3311,null,null,5884,null,551,918,null,null,4998,null,81335,2204,6248,null,2794,14.9,null,803,3056,null,null,438,null,434,3093,null,null,2.3,6261,null,null,null,null,45,14.0,null,997,null,3149,6432,null,null,2378,2.1,1452,5844,751,null,null,null,2788,null,5854,null,1298,null,2950,null,2900,null,2031,"Gladstone - Biloela",1725,null,null,6178,327,null,11.0,1034,340,588,67.2,null,null,null,2.9,null,null,null,3003,null,14.7,null,6786,12,3226,6.2,22.8,476,null,null,484,null,2858,null,2946,null,993,3184,null,38436,"30802",2356,null,3929,35,1365,2990,null,null
1441,null,null,null,4156,6.3,null,60144,null,4245,null,1711,null,8777,3740,37,"2014",null,null,413,null,3828,3506,null,8047,1.8,14.0,null,36,7568,2768,null,null,4572,3938,4330,6683,null,4021,null,1663,6937,3958,null,null,8152,null,-117,2302,null,null,7501,null,119817,3432,8102,null,3761,13.4,null,2133,4269,null,null,1037,null,1000,4131,null,null,2.2,7873,null,null,null,null,105,13.4,null,2143,null,4228,8438,null,null,3899,6.5,3152,8242,1203,null,null,null,3973,null,8473,null,1655,null,3915,null,3740,null,4253,"Rockhampton",3165,null,null,7806,801,null,11.8,2110,756,575,64.9,null,null,null,4.6,null,null,null,3431,null,12.3,null,6566,55,3868,8.1,20.7,1332,null,null,1302,null,4148,null,3946,null,1558,4108,null,59673,"30803",4205,null,6597,38,2696,5464,null,null
996,null,null,null,1496,4.7,null,30666,null,2080,null,1154,null,3133,1995,40,"2014",null,null,133,null,1945,2103,null,4725,2.7,12.5,null,39,3836,1694,null,null,1659,2069,1650,7476,null,2860,null,815,4237,2422,null,null,5521,null,-136,1603,null,null,3756,null,62938,1868,2966,null,1761,16.5,null,1670,1472,null,null,653,null,644,2661,null,null,1.5,4854,null,null,null,null,69,12.4,null,1465,null,1861,3267,null,null,2518,1873.6,2150,2810,655,null,null,null,1338,null,3941,null,741,null,2432,null,1891,null,2858,"Broadbeach - Burleigh",1819,null,null,4360,566,null,11.8,1393,437,136,66.8,null,null,null,6.0,null,null,null,2134,null,13.7,null,7340,17,2291,10.2,14.4,1104,null,null,959,null,2207,null,1470,null,748,1617,null,32272,"30901",1474,null,3687,41,1870,3564,null,null
829,null,null,null,1585,5.0,null,25957,null,1985,null,957,null,3095,1970,42,"2014",null,null,133,null,1815,1734,null,3251,2.8,12.0,null,41,3343,1533,null,null,1567,1877,1544,5245,null,1721,null,793,3453,1690,null,null,3304,null,-377,1360,null,null,3658,null,52989,1646,2883,null,1688,12.6,null,1491,1505,null,null,624,null,579,1583,null,null,1.9,3399,null,null,null,null,79,13.6,null,1118,null,1866,2989,null,null,1666,1518.5,1786,2818,636,null,null,null,1313,null,3851,null,640,null,1709,null,1528,null,2179,"Coolangatta",1702,null,null,3741,585,null,13.2,1061,397,161,65.0,null,null,null,5.9,null,null,null,1719,null,13.6,null,4868,8,1864,9.8,16.4,906,null,null,781,null,1585,null,1298,null,719,1445,null,27032,"30902",1528,null,3348,43,1507,3040,null,null
1180,null,null,null,1758,5.7,null,31319,null,2311,null,1410,null,3473,2330,43,"2014",null,null,164,null,2165,2193,null,4315,2.8,11.9,null,41,4076,1949,null,null,1764,2156,1761,7616,null,2181,null,935,4258,2165,null,null,4303,null,433,1807,null,null,4134,null,65477,1959,3378,null,1804,13.1,null,1859,1497,null,null,861,null,799,2122,null,null,1.7,4277,null,null,null,null,92,12.8,null,1730,null,2013,3495,null,null,2177,1613.8,2590,3006,732,null,null,null,1509,null,4324,null,713,null,2112,null,1911,null,3385,"Gold Coast - North",2328,null,null,4221,714,null,12.9,1655,628,61,63.6,null,null,null,6.7,null,null,null,2065,null,12.9,null,8049,9,2065,11.7,15.1,1145,null,null,1008,null,2138,null,1620,null,837,1734,null,34158,"30903",1709,null,4287,44,2340,4289,null,null
555,null,null,null,2513,5.9,null,36326,null,2208,null,802,null,5098,1753,33,"2014",null,null,192,null,2265,2515,null,5679,1.5,15.0,null,33,4674,1111,null,null,2654,2610,2914,6821,null,2792,null,961,5176,3116,null,null,5619,null,-246,1025,null,null,3607,null,71886,1445,5038,null,1854,16.3,null,1074,2574,null,null,668,null,438,2827,null,null,2.2,6077,null,null,null,null,39,12.8,null,980,null,2332,5707,null,null,2625,1126.7,1357,4874,720,null,null,null,2300,null,4540,null,1191,null,2961,null,2409,null,1782,"Forest Lake - Oxley",1432,null,null,5326,351,null,9.0,802,390,278,67.7,null,null,null,3.3,null,null,null,2661,null,14.6,null,6575,13,2716,5.8,21.7,723,null,null,587,null,3054,null,2525,null,927,2793,null,35560,"31001",2444,null,2877,34,1245,2356,null,null
654,null,null,null,1535,5.9,null,23812,null,1688,null,731,null,3524,1591,37,"2014",null,null,113,null,1734,1585,null,4360,2.1,15.9,null,35,3228,1280,null,null,1749,1899,1445,5787,null,1775,null,695,3002,1600,null,null,3595,null,202,919,null,null,2833,null,49713,1187,2842,null,1242,14.2,null,1034,1518,null,null,612,null,417,1820,null,null,1.7,3451,null,null,null,null,63,12.8,null,896,null,1445,2953,null,null,2215,1478.5,1385,2955,562,null,null,null,1437,null,3133,null,572,null,1851,null,1494,null,1791,"Robina",1401,null,null,3513,355,null,10.9,895,376,78,66.8,null,null,null,4.6,null,null,null,1417,null,13.1,null,5989,5,1614,8.8,17.6,679,null,null,502,null,2145,null,1307,null,631,1508,null,25901,"30908",1775,null,2588,38,1327,2607,null,null
926,null,null,null,2382,5.8,null,31384,null,2288,null,761,null,4245,2058,41,"2014",null,null,265,null,2158,1889,null,3182,1.5,12.0,null,41,4270,1977,null,null,2180,2170,1940,4709,null,1598,null,821,3651,1639,null,null,3176,null,963,1015,null,null,4180,null,61676,2122,4453,null,2122,10.5,null,914,2318,null,null,476,null,497,1578,null,null,2.3,3277,null,null,null,null,64,14.4,null,1196,null,2323,3801,null,null,1567,10.1,1687,4380,522,null,null,null,2062,null,4611,null,745,null,1638,null,2112,null,2568,"Ipswich Hinterland",2012,null,null,4322,367,null,13.5,1372,396,328,63.3,null,null,null,4.4,null,null,null,1762,null,12.9,null,5672,13,2152,10.3,20.5,547,null,null,518,null,1615,null,2071,null,759,1861,null,30292,"31002",2065,null,4134,41,1833,3810,null,null
1150,null,null,null,3889,6.6,null,51295,null,3351,null,1270,null,7423,2868,34,"2014",null,null,322,null,3264,3365,null,7693,1.6,14.6,null,34,6704,2051,null,null,3842,3602,3999,8072,null,3734,null,1565,6559,3498,null,null,7467,null,377,1685,null,null,5754,null,103547,2424,7805,null,2886,14.1,null,1641,3765,null,null,1064,null,709,3733,null,null,2.2,7104,null,null,null,null,91,12.9,null,1771,null,3252,7866,null,null,3829,273.6,2420,7231,1185,null,null,null,3466,null,6603,null,1575,null,3606,null,3440,null,3318,"Ipswich Inner",2465,null,null,7071,583,null,10.3,1547,673,460,65.0,null,null,null,4.0,null,null,null,3194,null,13.2,null,8449,46,3469,7.4,22.1,1058,null,null,976,null,3864,null,3916,null,1468,3867,null,52252,"31003",3581,null,4889,35,2263,4314,null,null
367,null,null,null,3582,4.5,null,39727,null,2201,null,447,null,5820,1698,29,"2014",null,null,343,null,2417,2919,null,6636,0.5,15.7,null,29,4838,1031,null,null,2961,2804,4138,6994,null,3684,null,1324,5896,3412,null,null,7092,null,1663,448,null,null,3399,null,79145,1319,6875,null,1701,17.8,null,410,3085,null,null,806,null,192,3408,null,null,2.5,6998,null,null,null,null,59,11.6,null,610,null,2146,8057,null,null,3342,765.2,814,5962,927,null,null,null,2877,null,4347,null,1641,null,3586,null,2421,null,1245,"Springfield - Redbank",1322,null,null,5687,175,null,7.6,635,180,482,67.4,null,null,null,1.6,null,null,null,2977,null,14.6,null,8657,33,2883,4.1,26.4,235,null,null,256,null,3294,null,3293,null,1266,3919,null,39418,"31004",2859,null,2641,30,949,1980,null,null
533,null,null,null,2099,6.4,null,29400,null,2064,null,640,null,4459,1878,34,"2014",null,null,206,null,1869,1948,null,4544,1.2,15.1,null,34,3678,1395,null,null,2316,2117,2175,6569,null,2364,null,973,3827,2109,null,null,4710,null,-119,772,null,null,3551,null,59761,1538,4081,null,1673,14.9,null,718,1913,null,null,811,null,312,2346,null,null,2.1,4220,null,null,null,null,74,12.6,null,890,null,1775,4451,null,null,2256,674.0,1173,3863,726,null,null,null,1950,null,3839,null,868,null,2111,null,1809,null,1833,"Loganlea - Carbrook",1629,null,null,4154,260,null,11.2,943,323,140,67.2,null,null,null,3.3,null,null,null,1879,null,13.4,null,6450,25,2037,7.6,20.7,458,null,null,460,null,2288,null,1982,null,899,2276,null,30361,"31105",2143,null,3167,35,1326,2721,null,null
227,null,null,null,480,7.3,null,6640,null,448,null,201,null,953,443,40,"2014",null,null,59,null,448,354,null,700,1.9,12.2,null,39,889,445,null,null,509,531,500,1082,null,374,null,163,744,389,null,null,714,null,295,286,null,null,833,null,13583,378,1017,null,390,11.4,null,258,433,null,null,45,null,112,340,null,null,2.1,829,null,null,null,null,17,13.1,null,289,null,437,962,null,null,365,8.3,428,931,87,null,null,null,498,null,885,null,140,null,440,null,441,null,611,"Beaudesert",389,null,null,939,104,null,11.8,322,115,112,60.8,null,null,null,5.3,null,null,null,390,null,12.4,null,1377,7,408,10.7,21.4,154,null,null,174,null,335,null,537,null,147,462,null,6943,"31101",444,null,767,40,392,837,null,null
727,null,null,null,1470,6.7,null,28842,null,1965,null,773,null,3976,1743,36,"2014",null,null,110,null,1911,1831,null,6136,2.2,17.1,null,35,3652,1312,null,null,2091,2029,1631,7367,null,2584,null,660,3741,2233,null,null,5194,null,-186,1188,null,null,3305,null,58982,1401,3003,null,1562,16.3,null,1287,1541,null,null,595,null,460,2610,null,null,1.5,4410,null,null,null,null,57,12.6,null,1078,null,1794,3265,null,null,3073,1687.8,1500,2908,537,null,null,null,1367,null,3759,null,713,null,2177,null,1741,null,2031,"Southport",1505,null,null,3961,411,null,10.5,953,511,51,69.6,null,null,null,4.6,null,null,null,1910,null,13.1,null,7181,12,1932,8.1,15.6,876,null,null,728,null,3063,null,1533,null,602,1634,null,30140,"30909",1885,null,2906,37,1448,2760,null,null
557,null,null,null,758,4.0,null,19924,null,1252,null,557,null,1888,1250,40,"2014",null,null,42,null,1191,1040,null,3794,2.3,14.7,null,39,2427,1264,null,null,947,1110,735,5430,null,1879,null,305,2309,1665,null,null,4121,null,-361,845,null,null,2444,null,38764,1180,1450,null,1194,18.5,null,874,828,null,null,259,null,426,2242,null,null,1.2,3056,null,null,null,null,25,12.7,null,889,null,1227,1411,null,null,1902,1995.1,1114,1608,249,null,null,null,780,null,2479,null,386,null,1391,null,1236,null,1758,"Surfers Paradise",1166,null,null,2425,320,null,12.4,869,192,43,70.4,null,null,null,5.1,null,null,null,1269,null,12.2,null,5069,4,1315,10.8,11.5,554,null,null,419,null,1892,null,692,null,273,676,null,18840,"30910",941,null,2346,41,1151,2415,null,null
206,null,null,null,430,5.5,null,6673,null,474,null,165,null,779,446,42,"2014",null,null,33,null,437,412,null,587,1.2,10.6,null,41,915,413,null,null,404,483,393,1001,null,282,null,123,855,427,null,null,661,null,260,200,null,null,878,null,12926,434,897,null,432,11.0,null,157,444,null,null,83,null,103,379,null,null,2.3,760,null,null,null,null,4,14.7,null,259,null,510,761,null,null,230,3.8,371,884,85,null,null,null,440,null,984,null,132,null,333,null,478,null,547,"Caboolture Hinterland",471,null,null,949,66,null,13.8,288,88,46,64.0,null,null,null,4.4,null,null,null,443,null,14.0,null,1261,null,466,10.7,19.7,91,null,null,97,null,357,null,467,null,120,368,null,6253,"31303",375,null,905,42,423,836,null,null
655,null,null,null,2627,6.3,null,31166,null,2177,null,645,null,4920,1925,36,"2014",null,null,287,null,2377,2134,null,3984,1.1,14.1,null,35,4528,1490,null,null,2547,2489,2381,6293,null,1814,null,1060,4029,1795,null,null,3369,null,293,817,null,null,3772,null,63012,1593,5030,null,1847,11.5,null,703,2565,null,null,803,null,324,1555,null,null,2.1,3870,null,null,null,null,68,14.2,null,993,null,2223,4444,null,null,1952,366.5,1300,5035,738,null,null,null,2470,null,4400,null,820,null,2075,null,2151,null,1894,"Narangba - Burpengary",1648,null,null,4780,294,null,11.1,901,340,231,64.9,null,null,null,3.4,null,null,null,1895,null,14.0,null,6586,28,2291,7.6,23.0,409,null,null,493,null,2032,null,2403,null,990,2063,null,31846,"31304",2373,null,3241,37,1406,2896,null,null
